"Date","Description","ChkRef","Amount","Balance"
09/26/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 029720,,-$4.41,"$4,553.61"
09/26/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 038680,,-$13.46,"$4,540.15"
09/26/2024,XX8226 POS PURCHASE 9245 GREAT CLIPS CONWAY AR 03189094 016623,,-$24.99,"$4,515.16"
09/26/2024,XX8226 POS PURCHASE LAKE LIQUOR MAUMELLE AR 96698138 657297,,-$40.17,"$4,474.99"
09/27/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 092653,,-$4.41,"$4,470.58"
09/27/2024,XX8226 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 411601,,-$18.98,"$4,451.60"
09/30/2024,Cash App * Cash App T3F0MFW0T0F6JQ0,,$726.00,"$5,177.60"
09/30/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 069147,,-$7.73,"$5,169.87"
09/30/2024,XX8226 POS PURCHASE MURPHY EXPRESS 8 LITTLE ROCK AR 22231801 528061,,-$17.19,"$5,152.68"
09/30/2024,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 28599022 099022,,-$50.41,"$5,102.27"
10/01/2024,ONLINE BANKING TRANSFER FROM x3799 10/01/24,,"$1,350.00","$6,452.27"
10/01/2024,Stripe ZG Rental ZG -- Rent ST-A9D8S7X6V3X4,,"-$1,700.00","$4,752.27"
10/02/2024,CONSUMER MOBILE DEPOSIT,,"$5,153.11","$9,905.38"
10/02/2024,XX8226 POS PURCHASE ARA UCA MAIN CONWAY AR 00115502 071384,,-$3.31,"$9,902.07"
10/02/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 031319,,-$4.41,"$9,897.66"
10/02/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 032378,,-$13.46,"$9,884.20"
10/03/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 025422,,-$5.49,"$9,878.71"
10/03/2024,XX8226 POS PURCHASE Wal-Mart Super C CONWAY AR 25750007 427706122316,,-$23.04,"$9,855.67"
10/07/2024,XX8226 POS PURCHASE THE I40 TRAVEL C OZARK AR 96940301 354399,,-$9.91,"$9,845.76"
10/07/2024,XX8226 POS PURCHASE 2LEVY@RAZOR FAYETTEVILLE AR 00000000 026419,,-$10.61,"$9,835.15"
10/07/2024,XX8226 POS PURCHASE 2LEVY@RAZOR FAYETTEVILLE AR 00000000 029624,,-$16.18,"$9,818.97"
10/07/2024,XX8226 POS PURCHASE CASEYS #3895 156 SPRINGDALE AR 99999999 447737,,-$22.65,"$9,796.32"
10/07/2024,XX8226 POS PURCHASE JIMMY JOHNS - 8 SPRINGDALE AR 00000000 015939,,-$28.96,"$9,767.36"
10/07/2024,XX8226 POS PURCHASE WAL-MART #0054 SPRINGDALE AR 24005401 779054,,-$49.35,"$9,718.01"
10/08/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 044066,,-$10.30,"$9,707.71"
10/08/2024,XX8226 POS PURCHASE ZAXBY'S #38802 SPRINGDALE AR 00000000 068957,,-$16.99,"$9,690.72"
10/08/2024,XX8226 POS PURCHASE CASEYS #3895 SPRINGDALE AR 28994124 094124,,-$19.74,"$9,670.98"
10/09/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 001171,,-$6.61,"$9,664.37"
10/09/2024,XX8226 POS PURCHASE LEVY@ 2 RAZOR FAYETTEVILLE AR 78544436 012776,,-$7.81,"$9,656.56"
10/09/2024,XX8226 POS PURCHASE LEVY@ 2 RAZOR FAYETTEVILLE AR 78544436 073472,,-$17.99,"$9,638.57"
10/10/2024,XX8226 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 358420,,-$23.93,"$9,614.64"
10/10/2024,XX8226 POS PURCHASE CONWAY CORPORATI 501-548-3051 AR 00000000 036846,,-$250.83,"$9,363.81"
10/11/2024,XX8226 POS PURCHASE West End Cigars Conway AR 00010001 885522,,-$12.15,"$9,351.66"
10/11/2024,XX8226 POS PURCHASE BUFFALO WILD WNG CONWAY AR 05131159 033150,,-$14.39,"$9,337.27"
10/15/2024,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 073290,,-$6.72,"$9,330.55"
10/15/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 043010,,-$6.73,"$9,323.82"
10/15/2024,XX8226 POS PURCHASE KROGER FUEL #562 LITTLE ROCK AR 80562324 124092,,-$20.88,"$9,302.94"
10/15/2024,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750007 473596,,-$41.91,"$9,261.03"
10/15/2024,XX8226 POS PURCHASE LAKE LIQUOR MAUMELLE AR 96746061 120900,,-$66.53,"$9,194.50"
10/15/2024,CAPITAL ONE CRCARDPMT 3YDSVO0U1A1PEIQ,,-$404.91,"$8,789.59"
10/16/2024,XX8226 POS PURCHASE CVS/PHARMACY #10 CONWAY AR 00000000 046016,,-$9.55,"$8,780.04"
10/17/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 014541,,-$2.20,"$8,777.84"
10/17/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 075522,,-$6.73,"$8,771.11"
10/17/2024,XX8226 POS PURCHASE CHICK-FIL-A #032 501-505-8645 AR 1 011730,,-$15.66,"$8,755.45"
10/17/2024,XX8226 POS PURCHASE CAR WASH USA #03 CONWAY AR 00000000 034007,,-$27.00,"$8,728.45"
10/18/2024,XX8226 ATM WITHDRAWAL GL BRANSON 4 BRANSON MO DNSA0167 060200007042,,-$80.00,"$8,648.45"
10/18/2024,FEE FOR ATM WITHDRAWAL GL BRANSON 4 BRANSON MO DNSA0167 060200007042,,-$2.50,"$8,645.95"
10/18/2024,ATM SURCHARGE XX8226 ATM WITHDRAWAL GL BRANSON 4 BRANSON MO DNSA0167 0602000070,,-$3.00,"$8,642.95"
10/23/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 092625,,-$15.13,"$8,627.82"
10/23/2024,XX8226 POS PURCHASE LAKE LIQUOR MAUMELLE AR 96746061 667617,,-$50.67,"$8,577.15"
10/24/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 044505,,-$9.11,"$8,568.04"
10/24/2024,XX8226 POS PURCHASE CHICK-FIL-A #032 501-505-8645 AR 1 034447,,-$10.36,"$8,557.68"
10/28/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 049695,,-$6.73,"$8,550.95"
10/28/2024,XX8226 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 591494,,-$17.25,"$8,533.70"
10/28/2024,XX8226 POS PURCHASE LEGACY WINE AND LITTLE ROCK AR 04369889 002930,,-$22.45,"$8,511.25"
10/28/2024,XX8226 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 554148,,-$87.72,"$8,423.53"
10/31/2024,XX8226 POS PURCHASE West End Cigars Conway AR 00010001 088312,,-$31.99,"$8,391.54"
11/01/2024,ONLINE BANKING TRANSFER FROM x3799 11/01/24,,"$1,350.00","$9,741.54"
11/01/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 092749,,-$9.11,"$9,732.43"
11/01/2024,XX8226 POS PURCHASE LAKE LIQUOR MAUMELLE AR 96698138 357823,,-$12.14,"$9,720.29"
11/01/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 092991,,-$12.88,"$9,707.41"
11/01/2024,XX8226 POS PURCHASE BEAR'S DEN PIZZA CONWAY AR V5227171 030123,,-$30.65,"$9,676.76"
11/01/2024,Stripe ZG Rental ZG -- Rent ST-C3U9E0P2T1Y8,,"-$1,700.00","$7,976.76"
11/04/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 071020,,-$5.13,"$7,971.63"
11/04/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 070962,,-$9.11,"$7,962.52"
11/04/2024,XX8226 POS PURCHASE TST*STOBYS CONWA 501-327-5447 AR 00000000 068563,,-$9.13,"$7,953.39"
11/04/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 064143,,-$9.38,"$7,944.01"
11/04/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 064687,,-$10.72,"$7,933.29"
11/04/2024,XX8226 POS PURCHASE CHICK-FIL-A #032 501-505-8645 AR 1 061915,,-$15.66,"$7,917.63"
11/04/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 064144,,-$21.39,"$7,896.24"
11/05/2024,Cash App * Cash App T3G6YTY431JVCVP,,$676.61,"$8,572.85"
11/05/2024,XX8226 POS PURCHASE ANDY'S - CONWAY CONWAY AR 00001107 092060,,-$7.77,"$8,565.08"
11/05/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 054903,,-$11.75,"$8,553.33"
11/05/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 054757,,-$12.88,"$8,540.45"
11/05/2024,XX8226 POS PURCHASE ZAXBY'S #63007 CONWAY AR 00000000 076741,,-$16.30,"$8,524.15"
11/05/2024,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750005 595943,,-$180.41,"$8,343.74"
11/07/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 051438,,-$9.11,"$8,334.63"
11/07/2024,XX8226 POS PURCHASE LAKE LIQUOR MAUMELLE AR 96698138 509816,,-$85.40,"$8,249.23"
11/12/2024,ONLINE BANKING TRANSFER FROM x3799 11/10/24,,$45.00,"$8,294.23"
11/12/2024,ONLINE BANKING TRANSFER TO x5111 11/10/24,,-$10.00,"$8,284.23"
11/12/2024,XX8226 POS PURCHASE MURPHY EXPRESS 8 LITTLE ROCK AR 22231801 509205,,-$8.60,"$8,275.63"
11/12/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 076643,,-$19.61,"$8,256.02"
11/12/2024,XX8226 POS PURCHASE KROGER FUEL #562 LITTLE ROCK AR 80562316 116444,,-$22.32,"$8,233.70"
11/12/2024,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 29317515 017515,,-$40.63,"$8,193.07"
11/12/2024,XX8226 POS PURCHASE AMAZON MKTPL*HB6 Amzn.com/bill WA 00000000 022222,,-$48.93,"$8,144.14"
11/12/2024,XX8226 POS PURCHASE Wal-Mart Super C CONWAY AR 25750010 431615001437,,-$51.74,"$8,092.40"
11/12/2024,XX8226 POS PURCHASE CONWAY CORPORATI 501-548-3051 AR 00000000 097903,,-$261.30,"$7,831.10"
11/13/2024,XX8226 POS PURCHASE ARA UCA MAIN CONWAY AR 00115502 077727,,-$3.31,"$7,827.79"
11/14/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 011296,,-$4.41,"$7,823.38"
11/15/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 018956,,-$4.41,"$7,818.97"
11/15/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 005677,,-$9.11,"$7,809.86"
11/15/2024,CAPITAL ONE CRCARDPMT 3YKCGD2Q1JQNG02,,-$182.44,"$7,627.42"
11/18/2024,ATM DEPOSIT,,$11.00,"$7,638.42"
11/18/2024,ATM DEPOSIT,,"$1,014.00","$8,652.42"
11/18/2024,XX8226 POS PURCHASE Mr. Smoke (Conwa Conway AR 00010001 010624,,-$6.57,"$8,645.85"
11/18/2024,XX8226 POS PURCHASE DAIRY QUEEN #459 LITTLE ROCK AR 00008632 041299,,-$7.18,"$8,638.67"
11/18/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 077181,,-$10.05,"$8,628.62"
11/18/2024,XX8226 POS PURCHASE LEGACY WINE AND LITTLE ROCK AR 04369889 001570,,-$27.36,"$8,601.26"
11/18/2024,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 33239226 039226,,-$54.03,"$8,547.23"
11/18/2024,XX8226 POS PURCHASE Wal-Mart Super C CONWAY AR 25750017 432331000859,,-$143.24,"$8,403.99"
11/19/2024,Cash App * Cash App T3690V1D6H5KS7Y,,$731.50,"$9,135.49"
11/19/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 012231,,-$19.61,"$9,115.88"
11/21/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 099853,,-$10.50,"$9,105.38"
11/22/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 086864,,-$8.05,"$9,097.33"
11/25/2024,XX8226 POS PURCHASE West End Cigars Conway AR 00010001 583188,,-$2.51,"$9,094.82"
11/25/2024,XX8226 POS PURCHASE CIRCLE K # 09989 SHERIDAN AR 101 676174,,-$7.56,"$9,087.26"
11/25/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 006445,,-$9.31,"$9,077.95"
11/25/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 066034,,-$10.84,"$9,067.11"
11/25/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 025963,,-$13.46,"$9,053.65"
11/25/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 097080,,-$13.93,"$9,039.72"
11/25/2024,XX8226 POS PURCHASE CIRCLE K # 09989 SHERIDAN AR 102 622066,,-$22.72,"$9,017.00"
11/26/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 089594,,-$12.27,"$9,004.73"
11/26/2024,XX8226 POS PURCHASE AMAZON MKTPL*EK7 Amzn.com/bill WA 00000000 035537,,-$25.79,"$8,978.94"
11/26/2024,XX8226 POS PURCHASE LAKE LIQUOR MAUMELLE AR 96746061 216084,,-$34.24,"$8,944.70"
11/29/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 065691,,-$6.00,"$8,938.70"
12/02/2024,ONLINE BANKING TRANSFER FROM x3799 12/01/24,,"$1,350.00","$10,288.70"
12/02/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 014050,,-$12.82,"$10,275.88"
12/02/2024,XX8226 POS PURCHASE LOWE'S #236 CONWAY AR 001 433618669297,,-$41.28,"$10,234.60"
12/02/2024,XX8226 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 213134,,-$81.33,"$10,153.27"
12/02/2024,Stripe ZG Rental ZG -- Rent ST-I9T6T1J1B5R4,,"-$1,700.00","$8,453.27"
12/03/2024,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750009 760668,,-$75.00,"$8,378.27"
12/04/2024,XX8226 POS PURCHASE 9245 GREAT CLIPS CONWAY AR 03189094 017797,,-$26.00,"$8,352.27"
12/05/2024,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750009 828803,,-$36.48,"$8,315.79"
12/06/2024,XX8226 POS PURCHASE LAKE LIQUOR MAUMELLE AR 96698138 470825,,-$35.99,"$8,279.80"
12/09/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 025244,,-$8.83,"$8,270.97"
12/09/2024,XX8226 POS PURCHASE DAVID'S BURGERS CONWAY AR 00002439 041281,,-$16.03,"$8,254.94"
12/09/2024,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750008 380731,,-$20.52,"$8,234.42"
12/09/2024,XX8226 POS PURCHASE LAKE LIQUOR MAUMELLE AR 96698138 468923,,-$29.82,"$8,204.60"
12/10/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 097167,,-$6.61,"$8,197.99"
12/11/2024,XX8226 POS PURCHASE Wal-Mart Super C CONWAY AR 25750009 434507621969,,-$12.55,"$8,185.44"
12/11/2024,XX8226 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 003064,,-$200.00,"$7,985.44"
12/11/2024,XX8226 POS PURCHASE CONWAY CORPORATI 501-548-3051 AR 00000000 085026,,-$398.26,"$7,587.18"
12/12/2024,Cash App * Cash App T3X0PZ09R2DDQDG,,$834.75,"$8,421.93"
12/12/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 079849,,-$20.95,"$8,400.98"
12/12/2024,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750023 122072,,-$37.83,"$8,363.15"
12/12/2024,Cash App Ryan McKin T37SNVDYSRJGDH5,,-$10.00,"$8,353.15"
12/13/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 081043,,-$17.50,"$8,335.65"
12/16/2024,ATM DEPOSIT,,$500.00,"$8,835.65"
12/16/2024,XX8226 POS PURCHASE SINGH TRAVEL PLA SALINA KS 002V3755 435091707343,,-$1.93,"$8,833.72"
12/16/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 999-999-9999 AR 1168002 098224,,-$4.42,"$8,829.30"
12/16/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 001657,,-$7.99,"$8,821.31"
12/16/2024,XX8226 POS PURCHASE JERSEY MIKES ONL https://prod. NJ 00007671 021966,,-$13.67,"$8,807.64"
12/16/2024,XX8226 POS PURCHASE KROGER FUEL #562 LITTLE ROCK AR 80562319 119761,,-$21.27,"$8,786.37"
12/16/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 066474,,-$28.37,"$8,758.00"
12/16/2024,CAPITAL ONE CRCARDPMT 3YQOG63DKII2SHU,,-$57.83,"$8,700.17"
12/19/2024,XX8226 POS PURCHASE SPRUCE SADDLE RE BEAVER CREEK CO 00000000 016661,,-$16.85,"$8,683.32"
12/19/2024,XX8226 POS PURCHASE SPRUCE SADDLE RE BEAVER CREEK CO 00000000 016679,,-$28.03,"$8,655.29"
12/23/2024,XX8226 POS PURCHASE LOVE'S #0213 INS TONKAWA OK 00000000 056113,,-$7.09,"$8,648.20"
12/23/2024,XX8226 POS PURCHASE VAIL - MAMIES AVON CO 00000000 010889,,-$132.20,"$8,516.00"
12/24/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 999-999-9999 AR 1168002 087047,,-$10.16,"$8,505.84"
12/24/2024,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 077629,,-$12.80,"$8,493.04"
12/24/2024,XX8226 POS PURCHASE LEGACY WINE AND LITTLE ROCK AR 04369885 001250,,-$14.23,"$8,478.81"
12/26/2024,XX8226 POS PURCHASE LAKE LIQUOR MAUMELLE AR 96698138 339563,,-$52.86,"$8,425.95"
12/26/2024,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750013 583408,,-$122.12,"$8,303.83"
12/27/2024,XX8226 POS PURCHASE APPLE.COM/BILL 866-712-7753 CA 00000000 059061,,-$5.36,"$8,298.47"
12/27/2024,XX8226 CHECKING PYMNT APPLE COM BILL CUPERTINO CA 003 436212523753,,-$5.36,"$8,293.11"
12/27/2024,XX8226 CHECKING PYMNT APPLE COM BILL CUPERTINO CA 003 436212548800,,-$10.74,"$8,282.37"
12/30/2024,XX8226 POS PURCHASE APPLE.COM/BILL 866-712-7753 CA 00000000 029074,,-$5.36,"$8,277.01"
12/30/2024,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 083082,,-$19.65,"$8,257.36"
12/30/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 057340,,-$25.28,"$8,232.08"
12/31/2024,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 063004,,-$10.50,"$8,221.58"
12/31/2024,XX8226 POS PURCHASE LOWE'S #236 CONWAY AR 001 436616695289,,-$10.85,"$8,210.73"
12/31/2024,XX8226 POS PURCHASE Wal-Mart Super C CONWAY AR 25750015 436599001039,,-$72.09,"$8,138.64"
01/02/2025,ONLINE BANKING TRANSFER FROM x3799 01/01/25,,"$1,350.00","$9,488.64"
01/02/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 032546,,-$5.78,"$9,482.86"
01/02/2025,XX8226 POS PURCHASE JIMMY JOHNS - 15 501-372-1600 AR 55517218 017218,,-$12.81,"$9,470.05"
01/02/2025,Stripe ZG Rental ZG -- Rent ST-K1D5Z6D5W4W2,,"-$1,700.00","$7,770.05"
01/06/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 005761,,-$3.30,"$7,766.75"
01/06/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 013265,,-$6.40,"$7,760.35"
01/06/2025,XX8226 POS PURCHASE Store Conway AR 00000000 071702,,-$9.72,"$7,750.63"
01/06/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 013310,,-$10.50,"$7,740.13"
01/06/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 29168405 068405,,-$18.57,"$7,721.56"
01/06/2025,XX8226 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 345130,,-$88.64,"$7,632.92"
01/08/2025,XX8226 CHECKING PYMNT APPLE COM BILL CUPERTINO CA 003 500801151500,,-$7.99,"$7,624.93"
01/09/2025,XX8226 POS PURCHASE JIMMY JOHNS - 17 LITTLE ROCK AR 00000000 094011,,-$12.92,"$7,612.01"
01/09/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 002 535782,,-$26.07,"$7,585.94"
01/09/2025,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750015 094504,,-$47.18,"$7,538.76"
01/10/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 081037,,-$7.95,"$7,530.81"
01/10/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 007033,,-$12.82,"$7,517.99"
01/14/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 012433,,-$2.20,"$7,515.79"
01/14/2025,XX8226 POS PURCHASE 9245 GREAT CLIPS CONWAY AR 03189094 008867,,-$26.00,"$7,489.79"
01/15/2025,ATM DEPOSIT,,$810.00,"$8,299.79"
01/15/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 078737,,-$8.47,"$8,291.32"
01/15/2025,CAPITAL ONE CRCARDPMT 42N0QU8FLZVVPOI,,-$188.31,"$8,103.01"
01/16/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 016443,,-$3.30,"$8,099.71"
01/16/2025,XX8226 POS PURCHASE ARA UCA MAIN CONWAY AR 00115502 097793,,-$3.31,"$8,096.40"
01/16/2025,XX8226 POS PURCHASE AMAZON MKTPL*ZD7 Amzn.com/bill WA 00000000 014026,,-$13.04,"$8,083.36"
01/16/2025,XX8226 POS PURCHASE UCA BOOKSTORE CONWAY AR 08787380 942678,,-$115.99,"$7,967.37"
01/17/2025,XX8226 POS PURCHASE ARA UCA MAIN CONWAY AR 00115502 063598,,-$3.31,"$7,964.06"
01/21/2025,ONLINE BANKING TRANSFER FROM x3799 01/20/25,,$111.00,"$8,075.06"
01/21/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 082135,,-$3.05,"$8,072.01"
01/21/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 027141,,-$6.40,"$8,065.61"
01/21/2025,XX8226 POS PURCHASE FSP*ARKANSAS SKA LITTLE ROCK AR 28015318 015318,,-$12.00,"$8,053.61"
01/21/2025,XX8226 POS PURCHASE COSTCO GAS #1442 LITTLE ROCK AR 93144213 031677,,-$16.60,"$8,037.01"
01/22/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 017961,,-$4.41,"$8,032.60"
01/22/2025,XX8226 POS PURCHASE THE HOME DEPOT # LITTLE ROCK AR 00000000 050469,,-$111.00,"$7,921.60"
01/23/2025,XX8226 POS PURCHASE ACADEMY SPORTS # CONWAY AR 00008583 065178,,-$59.80,"$7,861.80"
01/24/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 096852,,-$6.40,"$7,855.40"
01/27/2025,VENMO CASHOUT 1039835648495,,$500.00,"$8,355.40"
01/27/2025,XX8226 POS PURCHASE ARA UCA STARBUCK CONWAY AR 27550001 045049,,-$2.93,"$8,352.47"
01/27/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 066074,,-$5.78,"$8,346.69"
01/27/2025,XX8226 POS PURCHASE CHICK-FIL-A #032 501-505-8645 AR 1 057511,,-$9.40,"$8,337.29"
01/27/2025,XX8226 POS PURCHASE CENGAGE LEARNING 800-354-9706 MA 0001 052621,,-$110.73,"$8,226.56"
01/28/2025,XX8226 MT DDA CREDIT CASH APP*RYAN MC Oakland CA 1 253718,,$722.17,"$8,948.73"
01/28/2025,XX8226 POS PURCHASE WALGREENS STORE CONWAY AR 99999999 446024,,-$2.57,"$8,946.16"
01/28/2025,XX8226 POS PURCHASE AMAZON MKTPL*ZG5 Amzn.com/bill WA 00000000 052382,,-$15.21,"$8,930.95"
01/28/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 055879,,-$24.56,"$8,906.39"
01/29/2025,XX8226 POS PURCHASE PT *CONWAY REGIO CONWAY AR 00000000 098507,,-$135.18,"$8,771.21"
01/30/2025,XX8226 POS PURCHASE ARA UCA MAIN CONWAY AR 00115502 094459,,-$3.31,"$8,767.90"
01/31/2025,XX8226 POS PURCHASE DON PEPES GOURME CONWAY AR 04659212 073116,,-$8.19,"$8,759.71"
01/31/2025,XX8226 POS PURCHASE LAKE LIQUOR MAUMELLE AR 96698138 218475,,-$17.12,"$8,742.59"
01/31/2025,XX8226 POS PURCHASE QT 7210 OUTSIDE NORTH LITTLE AR 001 124329,,-$23.46,"$8,719.13"
01/31/2025,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750008 449897,,-$60.82,"$8,658.31"
02/03/2025,ONLINE BANKING TRANSFER FROM x3799 02/01/25,,"$1,350.00","$10,008.31"
02/03/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 003695,,-$6.40,"$10,001.91"
02/03/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 031073,,-$6.62,"$9,995.29"
02/03/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 043841,,-$10.71,"$9,984.58"
02/03/2025,XX8226 POS PURCHASE CONWAY CORPORATI 501-548-3051 AR 00000000 085723,,-$407.85,"$9,576.73"
02/03/2025,Stripe ZG Rental ZG -- Rent ST-T1O5B2T2X6K6,,"-$1,700.00","$7,876.73"
02/05/2025,XX8226 POS PURCHASE ARA UCA MAIN CONWAY AR 00115502 076573,,-$3.31,"$7,873.42"
02/05/2025,XX8226 POS PURCHASE GRUBHUB U OF CNT CONWAY AR 11266862 066862,,-$6.19,"$7,867.23"
02/05/2025,XX8226 POS PURCHASE TST*HIDEAWAY PIZ 501-697-4444 AR 00000000 045206,,-$26.40,"$7,840.83"
02/06/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 095755,,-$6.06,"$7,834.77"
02/06/2025,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750008 142394,,-$44.66,"$7,790.11"
